,Title,Price,Location,Bed
1042,1 BR/1 Bath in one level 4-Plex,2059, sunnyvale,"1
650ft2"
1043,Come See Why Sierrabrook Should Be Your New Home!!,2060, san jose north,1
1044,Put a smile on your face! Utilities Included,2060, san jose north,"1
640ft2"
1045,1BD/1BTH APARTMENT COMING SOON!!,2060, san jose east,"1
639ft2"
1046,Renovated Studio! Located on S. De Anza Blvd! Great Location!,2062, cupertino,"1
400ft2"
1047,Easy access Top floor studio close to parking available 3/3,2063, campbell,461ft2
1048,Gorgeous Renovated Studio Available 3/02/19!,2068, cupertino,"1
400ft2"
1049,â™¥ Home Sweet Home â™¥ Utilities Included!! Call Sierrabrook!,2070, san jose north,"1
640ft2"
1050,Month Free! 2x1 & more! Call Today!,2075, san jose downtown,"2
1080ft2"
1051,Rent This 1BR/1BA Home w/ Walk-In Closet,2075, san jose south,"1
700ft2"
1052,Live at the Center of Convenience! Tour & Apply Today!!,2075, san jose north,1
1053,Large One Bedroom With Open Floor Plan! All The Modern Conveniences,2075, san jose south,"1
700ft2"
1054,Rent This 1BR/1BA Home w/ Walk-In Closet,2075, san jose south,700ft2
1055,Large One Bedroom With Open Floor Plan! All The Modern Conveniences,2075, san jose south,"1
700ft2"
1056,Large One Bedroom With Open Floor Plan! All The Modern Conveniences,2075, san jose south,"1
700ft2"
1057,.... great one bed apt available to move in now and has on special pri,2075, milpitas,"1
720ft2"
1058,Large One Bedroom With Open Floor Plan! All The Modern Conveniences,2075, san jose south,"1
700ft2"
1059,Gorgeous New Construction! Spacious Floorplan - APPLY NOW!,2075, gilroy,"3
1112ft2"
1060,Rent This 1BR/1BA Home w/ Walk-In Closet,2075, san jose south,"1
700ft2"
1061,Rent This 1BR/1BA Home w/ Walk-In Closet,2075, san jose south,"1
700ft2"
1062,Rent This 1BR/1BA Home w/ Walk-In Closet,2075, san jose south,"1
700ft2"
1063,great one bed apt is available now and has on big specials,2075, milpitas,"1
720ft2"
1064,@@@ special one bed apt available now in Victorian Square Apt,2075, milpitas,"1
720ft2"
1065,"*** specious one bed apt available now, must to see !!!***",2075, milpitas,"1
720ft2"
1066,Large One Bedroom With Open Floor Plan! All The Modern Conveniences,2075, san jose south,"1
700ft2"
1067,"great one bed apt has big specious now, must to see!!!",2075, milpitas,"1
720ft2"
1068,great one bed apt available Now and has specious rate,2075, milpitas,"1
720ft2"
1069,"Large Fitness Room, Water & Garbage paid!",2080, san jose south,"1
586ft2"
1070,New Renovated Home!! Located De Anza Blvd! Near Apple!,2080, cupertino,"1
500ft2"
1071,"Totally Renovated, Near onsite laundry, NEW kitchen, W San Jose area",2095, san jose west,"1
575ft2"
1072,"** SAVE $1000 ** 1BR 1BA apt, Fully-equipped kitchen, Will Go Fast!!",2095, santa clara,"1
644ft2"
1073,Total Remodel :: Desired corner unit :: W San Jose :: Deluxe kitchen,2095, san jose west,"1
575ft2"
1074,"AVAILABLE NOW!! Near Apple Campus, Santa Clara, Open 1BR 1BA apt plan",2095, santa clara,"1
644ft2"
1075,Conveniently Located Large Remodled 2 Bd Rm Unit,2095, gilroy,"2
900ft2"
1076,"* SAVE $1000!! WOW! * Open floor plan, Wood-style flooring, Near Apple",2095, santa clara,"1
644ft2"
1077,"Ceiling fan, Generous storage, Brand NEW kitchen!! W San Jose, 1BR apt",2095, san jose west,"1
575ft2"
1078,"WHAT A DEAL!! Save $1000!!! Modern kitchen, Open House THIS Weekend!",2095, santa clara,"1
644ft2"
1079,"Immediate Move in Special! Upstairs, Nice View, Gym",2095, gilroy,"2
846ft2"
1080,Conveniently Located Near Downtown Apartment,2095, gilroy,"2
900ft2"
1081,Total REMODEL :: Near restaurants + shops :: LUX kitchen :: W San Jose,2095, san jose west,"1
575ft2"
1082,Gorgeous 1BD/1BA with Tons of Space and New Flooring!,2095, san jose south,"1
700ft2"
1083,"Bright white cabinets! Brand NEW finishes, W San Jose, Open concept!!",2095, san jose west,"1
575ft2"
1084,"Open concept plan, TOTAL REMODEL, Generous storage, Brand NEW kitchen",2095, san jose west,"1
575ft2"
1085,Elegant wood-style flooring :: Fully-equipped kitchen :: SAVE $1000!!!,2095, santa clara,"1
644ft2"
1086,REMODELED Top to Bottom :: LUX kitchen :: Near Santana Row :: 1BR apt,2095, san jose west,"1
575ft2"
1087,Sparkling white kitchen :: NEW flooring :: Near pool :: Bright rooms!,2095, san jose west,"1
575ft2"
1088,"Large Los Gatos 1 bedroom apartment, in a small quiet complex",2095, los gatos,"1
775ft2"
1089,Decorative countertops / Stunning 1BR apt / REMODELED / New flooring!!,2095, san jose west,"1
575ft2"
1090,2 Bedroom**Gated**Swimming Pool**,2095, gilroy,"2
820ft2"
1091,Bright 1BR apt | New flooring | Generous closets | Brand NEW kitchen,2095, san jose west,"1
575ft2"
1092,Desired corner apt | NEW flooring throughout |LUX kitchen | W San Jose,2095, san jose west,"1
575ft2"
1093,"1 Bed 1 Bath Downtown San Jose TOUR 2/22 5:30pm, 2/24 1pm",2095, san jose downtown,1
1094,You'll Love Calling this Beautiful 1BD/1BA Your New Home,2095, san jose south,"1
700ft2"
1095,Exquisite Designer Remodel 1b/1b Apartment For Immediately Move In!,2095, san jose west,"1
700ft2"
1096,"Updated 1 Bed 1 Bath near Downtown San Jose TOUR 2/22 5:30pm, 2/24 1pm",2095, san jose downtown,1
1097,"Brand NEW kitchen!! Wood-style flooring, W San Jose 1BR apt, Must see!",2095, san jose west,"1
575ft2"
1098,Sparkling white kitchen :: REMODELED :: Spacious 1BR apt :: Must see!!,2095, san jose west,"1
575ft2"
1099,Gorgeous 1BD/1BA with Open Floor Plan - Union School District,2095, san jose south,"1
700ft2"
1100,SPACIOUS 1BED 1BATH READY TO MOVE IN!!! Short Term Lease AVA!,2095, mountain view,1
1101,SPACIOUS 1BED 1BATH READY TO MOVE IN!! GREAT SPECIALS !!!!,2095, mountain view,1
1102,SPACIOUS 1BED 1BATH READY TO MOVE IN!!! Short Term Lease AVA!,2095, mountain view,1
1103,NEW kitchen :: Sparkling white cabinets :: Near Santana Row :: 1BR apt,2095, san jose west,"1
575ft2"
1104,Near Apple :: Sparkling pool :: CRAZY SPECIAL!! SAVE $1000 :: 1BR apt,2095, santa clara,"1
650ft2"
1105,OPEN HOUSE THURS 3:30-6:30PM! Large updated 1br!,2095, sunnyvale,"1
700ft2"
1106,HURRY! AMAZING UPGRADED 1BD/1BA Stops Here! Hurry & Apply Now!,2095, morgan hill,"1
733ft2"
1107,Total Remodel | W San Jose 1BR 1BA apt | Huge windows | Ideal kitchen,2095, san jose west,"1
575ft2"
1108,1x1 - Short Lease Terms Offered - Cupertino Schools - Ready NOW!,2095, sunnyvale,"1
700ft2"
1109,1 Bed/1 Bath Next To Sunnyvale Cal-train Station/Apple Wolfe Campus,2095, sunnyvale,1
1110,"Modern kitchen, Quality flooring, Built-in shelves, Open living space",2095, san jose downtown,"1
750ft2"
1111,ðŸ‚LOOK! *$750 OFF 1ST FULL MONTH ON OUR UPDATED UNIT!ðŸ‚,2095, san jose west,"1
630ft2"
1112,ðŸ‚ðŸ‚*LOOK! $750 OFF 1ST FULL MONTH ON OUR DELUXE UPGRADED UNIT,2095, san jose west,"1
630ft2"
1113,Available 1Br First Floor - Month To Month - Call Now !!,2095, los gatos,"1
665ft2"
1114,"Hidden, Unique Location -2 blocks from Center of Downtown",2095, los gatos,1
1115,Your Spacious Renovated New Studio Available March 2nd!,2095, cupertino,"1
400ft2"
1116,"Decorative countertops, Plenty storage, Remodeled 1BR apt, Near pool",2095, san jose west,"1
575ft2"
1117,Great First Floor Unit - Month To Month - Come And Take a Look!!,2095, los gatos,"1
665ft2"
1118,Spacious unit within the Cambrian School District!,2095, san jose south,"1
700ft2"
1119,"1BR 1BA apt w/ NEW flooring! Near shops + restaurants, Private balcony",2095, san jose west,"1
575ft2"
1120,**Move-In BONUS** 1-Bdrm Apt Available close to Google & more!,2095, sunnyvale,"1
650ft2"
1121,Newly Renovated Studio Coming Soon March 2nd!,2095, cupertino,400ft2
1122,A Gorgeous 1BD/1BA UPGRADED TOP FLOOR UNIT! APPLY NOW!,2095, morgan hill,"1
733ft2"
1123,1 bed 1 bath Hardwood flooring TOUR 2/22 5:30pm 2/24 1pm,2095, san jose downtown,1
1124,Manager Special!!! One bedroom with washer & dryer,2095, san jose north,"1
705ft2"
1125,Spacious 1Br Downstairs Unit - Month To Month - Call Now!,2095, los gatos,"1
665ft2"
1126,"Welcome home! Ideal + REMODELED, Your 1BR 1BA apt, Wood-style flooring",2095, san jose west,"1
575ft2"
1127,CONVENIENT LOCATION UPGRADED ONE BEDROOM $2095!,2095, morgan hill,"1
733ft2"
1128,Newly Renovated Studio! Available Now!,2095, cupertino,400ft2
1129,"Large, bright Los Gatos 1 bedroom apartment",2095, los gatos,NA
1130,"$2095.00 / 1BD - 1Bath Mountain Duplex - Redwood Estates, Los Gatos",2095, los gatos,"1
600ft2"
1131,AC Pool D/W Cats OK Rec Room Mature Landscaping very nice apt bo1,2095, san jose west,"1
660ft2"
1132,Discover A Higher Quality Of Living At Union Park Apartments!,2095, san jose south,"1
700ft2"
1133,"2 Bed/1 Bath Great Campbell Location! Downstairs, laundry, and carport",2095, campbell,2
1134,"Open concept living + dining, Near pool, Private balcony, 1BR 1BA apt",2095, san jose west,"1
575ft2"
1135,Spacious Large bedroom - 1 bathroom (BH),2095, sunnyvale,"1
653ft2"
1136,Renovated Studio Available for Move In on March 2nd!,2095, cupertino,400ft2
1137,"Near Starbird Park + shopping! Mirrored closet doors, Bright 1BR apt",2095, san jose west,"1
575ft2"
1138,W San Jose 1BR apt :: NEW countertops :: Private balcony :: Must see!!,2095, san jose west,"1
575ft2"
1139,"1BR apt, Ample storage, Spacious living area, **WOW!! You SAVE $1000**",2095, santa clara,"1
650ft2"
1140,Los Gatos 1Br Downstairs Unit - Available Now - Month To Month !,2095, los gatos,"1
665ft2"
1141,An Apartment Tailored To Your Highest Standards At Union Park!!,2095, san jose south,"1
700ft2"
1142,W San Jose 1BR 1BA apt | Two pools | NEW flooring | Stunning kitchen,2095, san jose west,"1
575ft2"
1143,Stylish Apartment | Contemporary Flooring | Quartz Counters,2095, santa clara,"1
580ft2"
1144,Spacious 1Bed 1Bath,2095, san jose downtown,"1
830ft2"
1145,CONVENIENT LOCATION End Unit ONE BEDROOM at Quail Ridge $2095!,2095, morgan hill,"1
733ft2"
1146,"Old World details, Fully-equipped kitchen, San Jose 1BR apt, Must see!",2095, san jose downtown,"1
750ft2"
1147,"Near Santana Row, Fully-equipped kitchen, Spacious living, 1BR 1BA apt",2095, san jose west,"1
575ft2"
1148,1Br Downstairs Unit - Available Now - Month To Month !,2095, los gatos,"1
665ft2"
1149,"San Jose, Charming 1BR 1BA apt, Tall ceilings, Fully-equipped kitchen",2095, san jose downtown,"1
750ft2"
1150,"1 Bed 1 Bath Hardwood Flooring TOUR 2/27, 3/1 5:30pm",2095, san jose downtown,1
1151,Beautiful Downstairs 1 Bedroom READY 2/26/19,2095, sunnyvale,"1
700ft2"
1152,Remodeled 1BR apt | Near pool | Brand NEW cabinets | Private balcony,2095, san jose west,"1
575ft2"
1153,"W San Jose area, NEW features, Corner 1BR apt, Near pool, LUX kitchen",2095, san jose west,"1
575ft2"
1154,Love Where You Live! Spacious Renovated 1BR/1BA. Apply Now!!,2095, morgan hill,"1
733ft2"
1155,"Decorative countertops, Bright rooms! Wood-style flooring, 1BR 1BA apt",2095, san jose west,"1
575ft2"
1156,"Bay window, 1BR apt, downtown San Jose, High ceiling, Modern kitchen",2095, san jose downtown,"1
750ft2"
1157,"Corner 1BR apt, Modern kitchen, Wood-style flooring, Private balcony",2095, san jose west,"1
575ft2"
1158,Beautiful renovated 1x1 Coming soon!,2095, sunnyvale,1
1159,"Caltrain nearby, Beautiful Garden Setting, AC, Covered Parking, Pool",2095, gilroy,"1
626ft2"
1160,2 bed 1 bath near Santana Row Santa Clara TOUR 2/23 2:30pm,2098, santa clara,2
1161,"Renovated throughout! NEW kitchen, Bright + Spacious plan, Willow Glen",2100, willow glen / cambrian,"1
700ft2"
1162,"***Private, Clean, Upstairs 2/1 Apt. near Hwy 85***",2100, willow glen / cambrian,"2
950ft2"
1163,FULLY FURNISHED - EXTENDED STAY LODGING,2100, san jose west,"1
500ft2"
1164,"Total Remodel Kitchen, Plenty storage, Private patio, Spacious plan",2100, willow glen / cambrian,"1
700ft2"
1165,NEWLY Renovated :: NEW fixtures :: Plenty storage :: Spacious 1BR apt,2100, willow glen / cambrian,"1
700ft2"
1166,Newly renovated 700 s.f. 1BR/1BA Stand Alone Apartment,2100, mountain view,"1
700ft2"
1167,$2100 / 2 br. Large sunny apt on 2nd floor,2100, San Jose West  Kiely Blvd near Saratoga Ave,"2
750ft2"
1168,Commute-friendly Willow Glen |RENOVATED |Your 1BR apt | NEW appliances,2100, willow glen / cambrian,"1
675ft2"
1169,"Must see!! NEW appliances, Convenient Willow Glen, Renovated 1BR apt",2100, willow glen / cambrian,"1
675ft2"
1170,Lovely 1 Bed / 1 Bath Condo in Downtown San Jose @ S 6th St,2100, san jose downtown,"1
650ft2"
1171,"Gorgeous, spacious one bedroom with lovely balcony",2100, san jose west,1
1172,"***Beautiful, Clean, Upstairs 2/1 Apt. near Hwy 85***",2100, san jose south,950ft2
1173,Willow Glen 1BR apt | RENOVATED!! | NEW appliances | Near parking area,2100, willow glen / cambrian,"1
700ft2"
1174,2 bed 1 bath upstairs apartment for rent in San Jose,2100, san jose south,"2
900ft2"
1175,1 bedroom 1 bath cottage,2100, san jose south,"1
680ft2"
1176,@@@one bed apt is on special rate now,2100, milpitas,"1
720ft2"
1177,"Sparkling pool, Renovated 1BR apt, LUX kitchen, Convenient Willow Glen",2100, willow glen / cambrian,"1
675ft2"
1178,LARGE STUDIO!!!! MOVE IN READY $800 OFF 1st MONTH,2100, san jose downtown,450ft2
1179,@@ special one bed apt available now in Victorian Square,2100, milpitas,"1
720ft2"
1180,"Fully Furnished Studio w/ Free Wi-Fi, Cable, Grab & Breakfast",2100, san jose south,NA
1181,"Cabin With Loft Bedroom, Deck & Wood Burning Stove",2100, los gatos,1
1182,great one bed apt is on specials now,2100, milpitas,"1
720ft2"
1183,@@ special one bed apt available now in Victorian Square,2100, milpitas,"1
720ft2"
1184,****@@Beautiful 1 Bd 1Ba Apt is available Now in Victorian Square !!,2100, milpitas,"1
720ft2"
1185,Wonderful 1 bed / 1 bath,2100, sunnyvale,"1
700ft2"
1186,****@@Beautiful 1 Bd 1Ba Apt is available Now in Victorian Square !!,2100, milpitas,"1
720ft2"
1187,Attractive Deal on 1Bed/1Bath Apt Near Great Mall - Ready to Move In,2100, milpitas,"1
678ft2"
1188,Open Floor Plan With Lots of Light in Cabin & Wood Burning Stove,2100, los gatos,1
1189,"Convenient Location, 2 Bed Room and 1 Bath, Ready to move in",2100, san jose south,"1
800ft2"
1190,2/1 apartment,2100, san jose west,2
1191,Studio apartment INCLUDING utilities for lease in quiet cul-de-sac,2100, sunnyvale,420ft2
1192,1BR Apts. near Westfield Valley Mall & Santana Row!,2100, Santa clara,NA
1193,"Renovated 1B Available Now!! Free Water, Sewage & Trash!",2102, cupertino,"1
500ft2"
1194,"Quite, Clean, Private Cottage-Near Westfield Mall & Santana Row",2105, san jose west,"1
532ft2"
1195,1BR/1BA WITH FREE AFTER SCHOOL PROGRAMS,2112, san jose south,"1
581ft2"
1196,Beautiful Newly Renovated Home,2119, san jose west,"1
725ft2"
1197,Upgraded Studio Apartment |24 HR Fitness |Billiards Room|Club House,2121, san jose downtown,530ft2
1198,BRAND NEW STUDIO - STAINLESS STEEL APPLIANCES AND QUARTZ COUNTERS,2123, sunnyvale,NA
1199,Santa Clara Large 2 Bedroom 1 Bath Apartment in 4-plex,2125, santa clara,2
1200,"OPEN HOUSE SAT: GREAT Unit with GARAGE, A/C and more. Upstairs",2125, san jose west,2
1201,Spacious Junior or Studio (TP),2125, sunnyvale,453ft2
1202,One bedroom perfect for commuters,2125, milpitas,"1
544ft2"
1203,"This Cute Studio Is Available Mar. 26. No Carpet, W/D , & A/C included",2127, santa clara,322ft2
1204,"$1500 FREE - Looking For Luxury? Come To LINQ, Call Today!",2128, san jose downtown,531ft2
1205,"Stunning, Luxury Studios At LINQ - With $1500 Off!",2129, san jose north,531ft2
1206,Vibrant Studio Apt Steps From Cupertino's Main Street,2131, cupertino,435ft2
1207,Amazing 1BD 1BA 1st Floor unit with WASHER and DRYER inside,2134, san jose east,"1
710ft2"
1208,Honey Stop the Car!! Ground Floor 1 Bedroom Apartment! Ready!,2135, sunnyvale,"1
800ft2"
1209,Ground Floor 1 Bedroom Apartment! Ready! Month to Month Option!,2135, sunnyvale,"1
800ft2"
1210,Ground Floor 1 Bedroom Apartment! Ready Today!!,2135, sunnyvale,"1
800ft2"
1211,Call today for a Tour!! Ready to be move in NOW!,2135, sunnyvale,"1
800ft2"
1212,SUNNY AND BEAUTIFUL 1BR/1BA AND NEW FLOORS/GYM AND RENOVATED POOL AREA,2143, san jose north,"1
616ft2"
1213,"Cable ready, Crown molding, Therapeutic spa",2145, san jose west,"1
665ft2"
1214,"Sec. 8 OK* Open Sat/Sun 3-4 *Spacious End Unit * Near lite rail, bus",2145, san jose south,"2
900ft2"
1215,"Sec. 8 OK - Open Sat/Sun 3-4 pm - Sharp end-unit - Lite Rail, Westgate",2145, san jose east,"2
900ft2"
1216,"Sec. 8 OK - OPEN Sat/Sun 3-4 pm - NEW Paint, Wood floor - Lrg End unit",2145, san jose downtown,"2
800ft2"
1217,"*Move In Bonus* 2 Bd, 1 bathroom upstairs in Campbell! ""BT Properties""",2145, campbell,2
1218,GORGEOUS RESORT-LIKE ENVIRON! SPECIAL.,2145, cupertino,"1
700ft2"
1219,"*Move In Bonus* 2 Bd, 1 bathroom upstairs in Campbell! ""BT Properties""",2145, campbell,2
1220,"*Move In Bonus* 2 Bd, 1 bathroom upstairs in Campbell! ""BT Properties""",2145,NA,2
1221,Our beautifully kept apartment in fabulous location!,2150, willow glen / cambrian,2
1222,WARM UP WITH OUR LEASING SPECIALS!!  IT'S ALL ABOUT YOU!!!,2150, campbell,1
1223,Los Gatos 1 Bedroom Apartment,2150, los gatos,1
1224,In-Law Apartment Unit 1BR1BA Private Entry,2150, san jose south,"1
800ft2"
1225,Nice 1br - Great location,2150, mountain view,"1
575ft2"
1226,"$500 Move in Bonus//Charming, Cozy Apartment with Modern Amenities",2150, santa clara,"1
600ft2"
1227,Prime location 1-bedroom 1-bath apartment.,2150, mountain view,"1
593ft2"
1228,REDUCED DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2150, gilroy,"2
800ft2"
1229,REDUCED DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2150, gilroy,"2
800ft2"
1230,REDUCED DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2150, gilroy,"2
800ft2"
1231,2x1 Available NOW-Rose Garden Area-On special,2150, san jose downtown,2
1232,REDUCED DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2150, gilroy,"2
800ft2"
1233,"$500 Move in Bonus!//Charming, Cozy Apartment with Modern Amenities",2150, santa clara,"1
600ft2"
1234,REDUCED DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2150, gilroy,"2
800ft2"
1235,REDUCED DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2150, gilroy,"2
800ft2"
1236,Very nice big two-bedroom apt next to SJSU avail March 1,2150, san jose downtown,"2
950ft2"
1237,Cottage/Studio,2150, willow glen / cambrian,"1
380ft2"
1238,"Quiet, Convenient, and Single Story!",2150, sunnyvale,"1
615ft2"
1239,"Walk Friendly!  Charming, Quiet Neighborhood",2150, sunnyvale,"1
615ft2"
1240,Enjoy the lush landscape !!! Great Location W/D Gated 1x1 San Jose,2150, san jose east,"1
612ft2"
1241,"Peaceful, Single Story 1 bedroom Ready Now!",2150, sunnyvale,"1
615ft2"
1242,"Ready for Move In!  Quiet, One Level, and a Great Neighborhood!",2150, sunnyvale,"1
615ft2"
1243,OPEN HOUSE 2/28-3/2/2019 COME CHECK OUT OUR MOVE-IN SPECIALS!!!,2150, san jose downtown,400ft2
1244,OPEN HOUSE 2/28-3/2/2019 COME CHECK OUT OUR MOVE-IN SPECIALS!!!,2150, san jose downtown,400ft2
1245,2br cottage,2150, cupertino,2
1246,Top Floor 2 bedroom W/A fully equipped Kitchen near Downtown Campbell!,2151, san jose west,"1
700ft2"
1247,Lease This Captivating 1BR/1BA Apartment with Community Clubhouse!,2155, santa clara,"1
645ft2"
1248,"Roommate wanted - 1 BR in 2BR/2.5Ba, Sunnyvale CalTrain, Murphy Ave",2160, sunnyvale,"2
1400ft2"
1249,Birchwood -1Br/1Ba Unit for sublease (Washer/Dryer in unit) -$2160,2160, sunnyvale,1
1250,Modern 1BD Ready Mid-March. With Washer and Dryer. Pets OK!,2162, san jose west,1
1251,Great Location. Unbeatable Value. Flexible Lease Terms Available,2168, san jose east,"1
712ft2"
1252,Newly Remodel 1 bedroom 1 bath - Walking Distance to Downtown Campbell,2170,NA,"1
683ft2"
1253,*GREAT LOCATION*1 Bedrooms/1 Bathroom Apartment Available Soon !!!,2175, milpitas,"1
718ft2"
1254,Lovely One bedroom complete remodeled!,2175, san jose west,"1
700ft2"
1255,*GREAT LOCATION*1 Bedrooms/1 Bathroom Apartment Available Soon !!!,2175, milpitas,"1
718ft2"
