,Title,Price,Location,Bed
1159,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1160,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1161,Warm Up with our HOT SPECIALS here at The Henley!,1550, fairfield / vacaville,"1
750ft2"
1162,3750 Santa Rosa #7,1550, santa rosa,"2
600ft2"
1163,"Clean comfortable 1 bedroom 1 bath w Kitchen. Washer & Dryer, Parking",1550, santa rosa,"1
650ft2"
1164,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1165,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1166,Classic Vallejo St. Vincent's Hill Cottage w Garage and W/D,1550, vallejo / benicia,"1
700ft2"
1167,Beautiful Completley remodled 2BR/1bath,1550, vallejo / benicia,"2
850ft2"
1168,Large room available in Nob Hill (Month to Month Lease!),1550, nob hill,NA
1169,$1500 / 400 sqft Private Studio/Granny Unit On 20 acres,1550, healdsburg / windsor,400ft2
1170,Modern Amenities. Urban Location. Unique Style.,1550, fairfield / vacaville,"1
750ft2"
1171,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1172,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1173,"Move-In Ready 3 bedroom, 1 bath",1550, pittsburg / antioch,"3
1000ft2"
1174,cottage 1550 mos. boyes hot springs Sonoma,1550, sonoma,1
1175,"$1,550.00 + deposit-with 2 car garage",1550,NA,3
1176,In-law Studio,1550, sunnyvale,"1
250ft2"
1177,"Best Location, Space and Price",1550, san jose west,510ft2
1178,cottage sonoma boyes hot springs area,1550, sonoma,"1
700ft2"
1179,***Charming Studio! in Great Downtown location***,1550, san jose downtown,450ft2
1180,"!@@!!2 beds 2 baths 1,043 sqft!@@!!home avail",1550," 192 Lassen Cir,Vacaville, CA",NA
1181,Charming Downtown Victorian,1550, petaluma,"1
425ft2"
1182,DON'T MISS OUT ON OUR MOVE-IN SPECIALS!!!,1550, fairfield / vacaville,"1
750ft2"
1183,1 BED 1 BATH 946 SQFT 6098 SQFT LOT SIZE SINGLE-FAMILY HOME,1550," Napa, CA",NA
1184,Studio For Rent- Near Santana Row,1550, san jose west,1
1185,"Kelseyville, ca 3 bedroom 2 bath house with Lake View",1550, lake county,"3
1900ft2"
1186,charming cottage boyes hot springs sonoma,1550, sonoma,"1
750ft2"
1187,ADORABLE TWO BEDROOM 1 BATH LOT SIZE SINGLE-FAMILY HOME,1550," Novato, CA",NA
1188,Master Bedroom on golf course,1550, san jose south,"2
1400ft2"
1189,Studio for rent near Campbell,1550, san jose west,NA
1190,"In-Law Unit, 2 Rooms, Private Bath & Entrance, Mini Kitchen",1550, milpitas,2
1191,1 BED 1 BATH 946 SQFT 6098 SQFT LOT SIZE SINGLE-FAMILY HOME,1550," Napa, CA",NA
1192,Large Studio 1 blk to BART!,1550, oakland north / temescal,500ft2
1193,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1194,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1195,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1196,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1197,1BR/Bath Gorgeous Waterfront Home/Luxury view!,1550, Bel Marin Keys,1
1198,"Studio , Gristle  Park area , wonderful tree lined avenue in",1550, san rafael,NA
1199,renovated 1 bedroom available soon gm,1550, rohnert pk / cotati,"1
620ft2"
1200,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1201,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1202,Gated Community - Balcony - Covered Parking - Pet Friendly - #830,1550, concord / pleasant hill / martinez,"1
650ft2"
1203,Charming Studio Near Lake Merritt- Call Crane Management,1550, oakland lake merritt / grand,NA
1204,ADORABLE TWO BEDROOM 1 BATH LOT SIZE SINGLE-FAMILY HOME,1550," Novato, CA",NA
1205,Central Apt.  Napa,1550, napa county,"2
700ft2"
1206,1 BED 1 BATH 946 SQFT 6098 SQFT LOT SIZE SINGLE-FAMILY HOME,1550," Napa, CA",NA
1207,AWESOME HIME WITH LAUNDRY INCLUDED!!!!,1550, pacific heights,NA
1208,"First Floor Charmer, Next to Parking, NEW Carpet",1550, vallejo / benicia,"1
670ft2"
1209,"~~MOVE IN READY 2 beds 2 baths 1,146 sqft lot size Single-Family House",1550, sonoma,NA
1210,湾区Fremont 便宜studio 招租 99新,1550, fremont / union city / newark,NA
1211,"❈BEAUTIFUL 2 baths, 2 beds >>1,084 ,,,sqft 638 sqft -Family APARTMENT",1550, san leandro,NA
1212,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1213,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1214,Gated Community - Balcony - Covered Parking - Pet Friendly - #830,1550, concord / pleasant hill / martinez,"1
650ft2"
1215,400 sqft 1 bed/bath InLaw with private entrance - Open House Sat 11-12,1550, san bruno,"1
400ft2"
1216,City Outside. Tranquility Inside.,1550, fairfield / vacaville,"1
750ft2"
1217,"Super Cute 1 Bedroom, Gated Community, Next to Parking",1550, vallejo / benicia,"1
670ft2"
1218,"Single room open now – access to Greenbelt, downtown, and tech corrido",1550, sunnyvale,NA
1219,LUXURY and AFFORDABLE – Get the best of both worlds! 12mo,1550, sunnyvale,NA
1220,"5-star pools, spas, co-working spaces, near Tech Corridor - ROOM OPEN",1550, sunnyvale,NA
1221,Charming Studio Near Lake Merritt- Call Crane Management,1550, oakland lake merritt / grand,NA
1222,"1 Bedroom/1 Bath for $1,550 including utilities",1550, concord / pleasant hill / martinez,"1
490ft2"
1223,Gated Community - Balcony - Covered Parking - Pet Friendly - #310,1550, concord / pleasant hill / martinez,"1
650ft2"
1224,Gated Community - Balcony - Gated Parking - Pet Friendly - #350,1550, concord / pleasant hill / martinez,"1
650ft2"
1225,Open House Sat @ 2P! Top Floor Unit Minutes To BART/Cal State EB!,1550, san leandro,1
1226,1BR/1BA Home in a Residential Area with 2 Heated Swimming Pools!,1556, pittsburg / antioch,"1
488ft2"
1227,"Spacious One Bedroom Apartment, Marlow Apartments",1560, santa rosa,1
1228,Beautifully Studio Apartment!,1560, fairfield / vacaville,475ft2
1229,Beautifully Updated Studio! With W/D!,1560, fairfield / vacaville,475ft2
1230,We Love Your Pet Too!,1563, fairfield / vacaville,"1
619ft2"
1231,Spacious Apartments MMG311,1565, santa rosa,1
1232,Spacious 1x1 with Vaulted Ceilings!Rent Special!,1565, pittsburg / antioch,"1
700ft2"
1233,Bright and Furnished Private Studio in Lower Nob Hill,1570, lower nob hill,NA
1234,Adorable 1-Bed with a PRETTY VIEW from the Balcony,1570, fairfield / vacaville,"1
750ft2"
1235,"Private, Spacious, Deluxe, Renovated Studio on Quiet Cu-de-Sac",1570, santa cruz,415ft2
1236,"Easy Access to I-80, Upgraded Pull-Out Shower Head, Swimming Pool",1570, fairfield / vacaville,"1
592ft2"
1237,"Swimming Pool, Plank Style Flooring, Great Neighborhood",1570, fairfield / vacaville,"1
592ft2"
1238,Cozy Upstairs 1-Bedroom with a View from the Balcony!,1570, fairfield / vacaville,"1
750ft2"
1239,Spacious Layout. Smartly Priced. Ready for Move-In!!!,1570, fairfield / vacaville,"1
750ft2"
1240,"Swimming Pool, Conveniently Located, Close to Safeway Shopping Center",1570, fairfield / vacaville,"1
592ft2"
1241,"A True Gem with Lush, Mature Landscaping",1573, fairfield / vacaville,"1
619ft2"
1242,"Lush, Mature Landscaping in a Gated Community!",1573, fairfield / vacaville,"1
619ft2"
1243,Lovely Home,1573, fairfield / vacaville,"1
619ft2"
1244,Pet Friendly,1573, fairfield / vacaville,"1
619ft2"
1245,Award Winning Maintenance,1573, fairfield / vacaville,"1
619ft2"
1246,Award Winning Professional Management,1573, fairfield / vacaville,"1
619ft2"
1247,Amazing Gated Community with Lush Mature Landscaping,1573, fairfield / vacaville,"1
619ft2"
1248,Phenomenal One Bedroom Apartment Homes,1573, fairfield / vacaville,"1
619ft2"
1249,CUTE 2BD/1BA APARTMENT!,1575, vallejo / benicia,2
1250,1 Spacious Studios Available !,1575, hayward / castro valley,487ft2
1251,"Junior Studio Available Soon $ 1,575.00",1575, san leandro,NA
1252,~$50 RENT DISCOUNTED & 1 MONTH FREE RENT FOR 12 MONTH LEASE~2 LEFT~,1575, vallejo / benicia,"1
669ft2"
1253,Cottage Style Studio w/ backyard Close to BART! Pet Friendly!,1575, albany / el cerrito,450ft2
1254,"24 Hour Emergency Maintenance, OnSite Management, Laundry Facilities",1575, vallejo / benicia,"1
669ft2"
1255,Renovated Studio Apartment,1575, oakland east,NA
1256,Completely remodeled studio in-law unit,1575, walnut creek,NA
1257,"Cable Ready, Additional Storage, Fitness Center, Patio, Large Closets",1575, vallejo / benicia,"1
669ft2"
1258,Take a peek!,1575, martinez,"1
625ft2"
1259,1BR/1BA Home in a Residential Area with 2 Heated Swimming Pools!,1575, pittsburg / antioch,"1
488ft2"
1260,"Three Pool/Spa Locations, Balcony, OnSite Maintenance, Ceiling Fan",1575, vallejo / benicia,"1
669ft2"
1261,1BR/1BA near Lake Merritt,1575, oakland lake merritt / grand,1
1262,Antioch Apartments: Ask about our specials,1575, pittsburg / antioch,"1
708ft2"
1263,"Spacious 1bed/1bath with Special offer! W/D, AC, Dishwasher, Fitness",1575, vallejo / benicia,"1
669ft2"
1264,"1 Bedroom with W/D, AC, D/W, Fitness and Pool! Great commute!",1575, vallejo / benicia,"1
669ft2"
1265,Classic Downtown Building Near Freeways,1575, san jose downtown,"1
600ft2"
1266,$1575 FURNISHED One Bedroom garden apartment with washer and dryer,1575, alameda,390ft2
1267,Last 1 Bedroom at this price $1575 w/1 Month Off at Bennington!,1575, fairfield / vacaville,"1
740ft2"
1268,"Short Term Lease, Courtesy Patrol, Air Conditioner (Central), View",1575, vallejo / benicia,"1
669ft2"
1269,"OnSite Management, Window Coverings, Short Term Lease, Patio, Balcony",1575, vallejo / benicia,"1
669ft2"
1270,"Non- Renovated Beauty, $99 deposit and $1575 off Move In (Bennington)",1575, fairfield / vacaville,"1
740ft2"
1271,ROOM FOR RENT - Masterbedroom and Private Bath,1575, oakland east,"1
300ft2"
1272,"F furnished Hotel style, Point Richmond -San Francisco Berkeley Rafael",1575, Richmond,"1
600ft2"
1273,Furnished New Room in Townhouse [Japantown],1575, san jose downtown,"1
1400ft2"
1274,Furnished New Room in Townhouse [Japantown],1575, san jose downtown,"1
1400ft2"
1275,Furnished New Room in Townhouse [Japantown],1575, san jose downtown,"1
1400ft2"
1276,Ask about our specials at Diamond Hillside Apartments in Walnut Creek,1575, pittsburg / antioch,"1
708ft2"
1277,Furnished New Room in Townhouse [Japantown],1575, san jose downtown,"1
1400ft2"
1278,Seabright studio 1575,1575, santa cruz,NA
1279,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1280,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1281,Furnished New Room in New Townhouse (Fully Updated) in Japantown,1575, san jose downtown,"1
1400ft2"
1282,Call about our move in special!!! Come by today!,1575, vallejo / benicia,"1
669ft2"
1283,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1284,Furnished New Room in Townhouse [Japantown],1575, san jose downtown,"1
1400ft2"
1285,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1286,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1287,Large studio in 12-unit building near Lake Merritt,1575, oakland lake merritt / grand,NA
1288,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1289,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1290,Furnished Room in Townhouse in Japantown,1575, san jose downtown,"1
1400ft2"
1291,Ask about our specials in Pittsburg Apartments!,1575, pittsburg / antioch,"1
708ft2"
1292,@@ $$1580 --1Room and 1 Bath-including Water and Garbage @@,1580, pittsburg / antioch,1
1293,Corralitos-Aptos duplex style 1/2 house private ent/bath/ki,1580, aptos,"1
1200ft2"
1294,Private In-Law Unit in Upper Rockridge,1580, oakland piedmont / montclair,"1
450ft2"
1295,Kentwood Apartments - Ready Now!!! - Apply Online!,1581, Napa,"1
685ft2"
1296,Must go last 2 specials w/one month off $1585 at Bennington,1585, fairfield / vacaville,"1
740ft2"
1297,"Make the most of it, $99 deposit and $1585 off move in at Bennington",1585, fairfield / vacaville,"1
740ft2"
1298,獨1房New remodeled Private studio close to Downtown San Francisco,1588, portola district,NA
1299,Newly Renovated 1BR/1BA Apt. in a Community with a Year-Round Hot Tub,1589, pittsburg / antioch,"1
612ft2"
1300,🏖SERENE and BETWEEN BEACHES ~ LRG STUDIO AVAILABLE ~ Pleasure Pt Area,1590, santa cruz,NA
1301,🏖CONSIDER the MOVE ~ (LRG STUDIO AVAIL) ~ SVL >>SC,1590, sunnyvale,NA
1302,Beautiful✨BETWEEN SEVERAL BEACHES✨STUDIO Pleasure Point Area,1590, santa cruz,NA
1303,Inc util. Private Studio 15 Minutes from SC 3 min from Hidden Beach,1590, aptos,NA
1304,Newly Renovated 1BR/1BA Apt. in a Community with a Year-Round Hot Tub,1591, pittsburg / antioch,"1
612ft2"
1305,☎$REDUCED Rent at 6433 Telegraph Avenue,1595, oakland rockridge / claremont,400ft2
1306,*Large unit w/ lots of storage space* NEWLY RENOVATED,1595, pittsburg / antioch,2
1307,Upstairs Studio near UC Berkeley in excellent location!,1595, oakland rockridge / claremont,NA
1308,Small studio with awesome upgrades! 10 minute walk to BART!,1595, richmond / point / annex,NA
1309,Sunny Renovated Studio 2 blocks to BART,1595, oakland north / temescal,NA
1310,A Cozy Studio Apartment in the Tuxedo District Near MacArthur BLVD!,1595, oakland downtown,NA
1311,Tiny tiny private studio cottage,1595, oakland rockridge / claremont,NA
1312,21600 Westpark Street #18 1 bed / 1 bath apartment,1595, hayward / castro valley,NA
1313,*Beautiful Park Right Across the Street**Newly Renovated*,1595, pittsburg / antioch,"2
900ft2"
1314,"480 Crescent, Studio, Spacious, Walk to  Grand Lake",1595, oakland lake merritt / grand,NA
1315,"Spacious, Updated Sonoma Apartment",1595, sonoma,"1
700ft2"
1316,"$1,595 - Updated 1 Bed, 1 Bath Upstairs Apartment near Japan Town/Secu",1595, San Jose,"1
600ft2"
1317,Updated Studio w/Shared Floor Bathroom | 1 Month FREE,1595, lower haight,NA
1318,Updated Studio w/Shared Bathroom | Pet Friendly,1595, lower nob hill,NA
1319,1 BEDROOM - 611 Tuttle Ave - Village View Apartments,1595, watsonville,"1
561ft2"
1320,Bonito Apartamento  - Ven a verlo hoy!,1595, oakland downtown,NA
1321,"Bright, Comfy & Spacious - Remodeled - Near Mills College - OPEN HOUSE",1595, oakland east,NA
1322,Live-Love-Laugh @ The Patricia Apartments-sweet large studio apartment,1595, richmond / point / annex,NA
1323,2 bdrm upstairs apartment Open House Friday 2/22 10-11 am,1595, santa rosa,NA
1324,☎$1595 Studio For Rent at 6433 Telegraph Avenue,1595, oakland rockridge / claremont,400ft2
1325,☎$1595 Studio For Rent at 6433 Telegraph Avenue,1595, oakland rockridge / claremont,400ft2
1326,"Two weeks free- Bright, Quiet 1br - Upgraded Finishes",1595, santa rosa,"1
550ft2"
1327,STUNNING GEM IN UNIQUE LOCATION RIGHT IN THE HEART OF ANTIOCH,1595, pittsburg / antioch,"1
625ft2"
1328,STUNNING GEM IN UNIQUE LOCATION RIGHT IN THE HEART OF ANTIOCH,1595, pittsburg / antioch,"1
625ft2"
1329,*Upstairs Studio all remodeled!*,1595, capitola,NA
1330,LARGE 1 BED/ 1 BATH AVAILABLE NOW--- $1595,1595, santa rosa,"1
749ft2"
1331,"Santa Cruz/Live Oak, Upstairs 1bd. 1ba. apartment",1595, santa cruz,1
1332,Garden-like setting 1 Bedroom Apartment,1595, concord / pleasant hill / martinez,"1
700ft2"
1333,Garden-like setting 1 Bedroom Apartment,1595, concord / pleasant hill / martinez,"1
700ft2"
1334,Garden-like setting 1 Bedroom Apartment,1595, concord / pleasant hill / martinez,"1
700ft2"
1335,"Going, going, gone! One left!",1595, rohnert pk / cotati,1
1336,Renovated pet friendly 1x1,1595, rohnert pk / cotati,1
1337,Updated Studio w/Shared Floor Bathroom | 1 Month FREE,1595, lower haight,NA
1338,Beautifully Renovated Downstairs One Bedroom Calistoga Apartment,1595, napa county,1
1339,Beautifully Remodeled Downtown Napa Victorian Apartment,1595, napa county,1
1340,Near town one bedroom apartment in 4-plex,1595, petaluma,1
1341,"Great place, perfect price!",1595, rohnert pk / cotati,1
1342,Relax and Rent!,1595, rohnert pk / cotati,1
1343,Sweet Large Studio Apartment,1595, oakland east,NA
1344,Sweet Large Studio Apartment,1595, oakland east,NA
1345,One Bedroom Apt w/Hardwood Floors and A/C,1595, san jose downtown,"1
550ft2"
1346,✨Top unit w/ Dedicated Carport Minutes From Lake Merritt!,1595, oakland lake merritt / grand,1
1347,Studio Apartment in Great Location Near Downtown Milpitas,1595, milpitas,NA
1348,Newly Remodeled 1 Bedroom Unit,1595, oakland east,1
1349,Updated Studio w/ Hardwood Floors ~ Open House Fri & Sat!!,1595, tenderloin,NA
1350,One bedroom apartment,1595, sebastopol,"1
700ft2"
1351,3 Bedroom Must See!,1595, vallejo / benicia,3
1352,WE want YOU!,1595, rohnert pk / cotati,1
1353,Renovated pet friendly 1x1 Great price!,1595, rohnert pk / cotati,1
1354,Available Now,1595, hayward / castro valley,1
1355,Beautiful 2 bed/1 bath apartment for RENT- available now,1595, vallejo / benicia,2
1356,✨Top unit w/ Dedicated Carport Minutes From Lake Merritt!,1595, oakland lake merritt / grand,1
1357,"2450 Milvia St,#34",1595, berkeley,NA
1358,Renovated pet friendly 1x1,1595, rohnert pk / cotati,1
1359,"700 O'Farrell #205, Large Studio! PG&E included!",1595, lower nob hill,1
1360,Updated Studio w/Shared Floor Bathroom | Pet Friendly,1595, lower nob hill,NA
1361,Special price... spacious home!,1595, rohnert pk / cotati,1
1362,"LOCATION! Remodeled walk to Trader Joes, Bart, Downtown 1 bd 1ba lower",1595, lafayette / orinda / moraga,"1
500ft2"
1363,Welcome Home to Balboa Apts.,1595, sunnyvale,NA
1364,Sweet Large Studio Apartment,1595, oakland east,NA
1365,Renovated Studio Available Soon,1595," hercules, pinole, san pablo, el sob",500ft2
1366,Studio in well desired neighborhood,1597, oakland rockridge / claremont,"1
495ft2"
1367,"$1,597, Studio, Kensington Gardens",1597, oakland east,460ft2
1368,Leasing Special - ONE MONTH FREE RENT!,1598, fairfield / vacaville,"2
725ft2"
1369,"Move in today, 1 bedroom upstairs. Apply online no application fee!!",1599, santa rosa,"1
577ft2"
